success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,6025,"13°19'40.4"" N","108°41'56.9"" E","13°19'40.4"" N","108°41'57.9"" E",72.85348510742188,0.5756592497141357,0.0464411635430957,0.3820490063601523,0.8876404494382022,0.15737051792828685,0.26734348561759724,0.3733595645220604
True,6026,"13°19'41.2"" N","108°43'27.4"" E","13°19'34.4"" N","108°44'59.2"" E",68.86181640625,0.5653206650831354,0.22726936160107603,0.28412998803220024,1.0,0.12826603325415678,0.2273684210526316,0.5836206650831355
True,6027,"13°19'42.0"" N","108°44'58.0"" E","13°18'08.9"" N","108°46'00.8"" E",73.72811889648438,0.6886829412060699,0.1931302960104934,0.2031877548819641,0.18245264207377868,0.45073891625615764,0.25975869410929736,0.2941663652512218
True,6028,"13°19'42.8"" N","108°46'28.5"" E","13°18'34.9"" N","108°46'49.4"" E",68.86181640625,0.6714564468968118,0.3318700827813526,0.20138154753394819,0.5643044619422573,0.3732638888888889,0.4493207941483804,0.4204660913749615
True,6029,"13°19'43.6"" N","108°47'59.1"" E","13°18'31.8"" N","108°48'25.0"" E",69.30996704101562,0.551926298157454,0.29297536312952455,0.19014230919999184,1.0,0.10217755443886097,0.18541033434650453,0.578676298157454
True,6053,"13°17'26.8"" N","107°37'06.9"" E","13°15'52.7"" N","107°38'23.7"" E",82.6622314453125,0.5648677095170475,0.45575170153949757,0.1333066047285692,0.8367346938775511,0.14721723518850988,0.250381679389313,0.25464495107400514
True,6054,"13°17'28.0"" N","107°38'37.3"" E","13°17'28.0"" N","107°40'02.1"" E",83.49087524414062,0.5476190476190477,0.38784337646134337,0.1709129726986894,0.0,0.0,0.0,0.5713690476190476
True,6055,"13°17'29.2"" N","107°40'07.8"" E","13°16'40.7"" N","107°41'06.6"" E",83.49087524414062,0.5525773195876289,0.3922202018327447,0.15516616695962954,1.0,0.10309278350515463,0.18691588785046725,0.5742773195876287
True,6056,"13°17'30.4"" N","107°41'38.2"" E","13°17'28.4"" N","107°42'09.1"" E",83.0770263671875,0.5533117932148627,0.43203038550588463,0.12723653704442478,1.0,0.1050080775444265,0.19005847953216376,0.5809617932148624
True,6057,"13°17'31.5"" N","107°43'08.7"" E","13°17'10.2"" N","107°43'37.6"" E",86.36285400390625,0.5700558935503134,0.28711091301990604,0.21673175022083613,0.7475728155339806,0.14154411764705882,0.23802163833075737,0.4567317537514881
True,6058,"13°17'32.7"" N","107°44'39.1"" E","13°16'02.5"" N","107°45'06.0"" E",84.72705078125,0.576844262295082,0.39421870467902337,0.15538239252959393,1.0,0.14754098360655737,0.2571428571428572,0.5974942622950817
True,6059,"13°17'33.8"" N","107°46'09.6"" E","13°17'20.3"" N","107°46'42.5"" E",83.49087524414062,0.5577367205542725,0.4865531871036629,0.10005929031992251,0.0,0.0,0.0,0.5768867205542725
True,6060,"13°17'35.0"" N","107°47'40.0"" E","13°16'50.4"" N","107°48'17.9"" E",83.90380859375,0.5605326876513317,0.584123345703367,0.10914291429992258,0.0,0.0,0.0,0.5786826876513318
True,6061,"13°17'36.1"" N","107°49'10.5"" E","13°16'59.3"" N","107°49'37.4"" E",84.72705078125,0.61996336996337,0.45232655579610664,0.14411073813321373,1.0,0.23809523809523808,0.3846153846153846,0.6407133699633698
True,6062,"13°17'37.3"" N","107°50'40.9"" E","13°16'23.5"" N","107°51'15.8"" E",83.49087524414062,0.6673036675749643,0.4094158448920383,0.1770467816464674,0.9217877094972067,0.3340080971659919,0.4903417533432393,0.6421335610974748
True,6063,"13°17'38.4"" N","107°52'11.4"" E","13°16'19.8"" N","107°53'27.2"" E",85.95523071289062,0.5712809917355371,0.2548120588784298,0.1918235066211058,1.0,0.14049586776859505,0.2463768115942029,0.5920309917355371
True,6064,"13°17'39.5"" N","107°53'41.9"" E","13°16'51.9"" N","107°54'24.7"" E",85.54669189453125,0.5985663082437276,0.3328964821348638,0.2287757695808743,1.0,0.1953405017921147,0.3268365817091454,0.6209663082437277
True,6065,"13°17'40.6"" N","107°55'12.3"" E","13°16'56.0"" N","107°55'40.2"" E",86.36285400390625,0.5505050505050505,0.21683039219928582,0.2198784184508645,1.0,0.09932659932659933,0.18070444104134764,0.5772050505050507
True,6066,"13°17'41.7"" N","107°56'42.8"" E","13°17'20.3"" N","107°58'16.5"" E",85.54669189453125,0.590027088007743,0.37673541492788537,0.14379769841609363,0.8297872340425532,0.18795180722891566,0.306483300589391,0.3575991956983504
